sample_id,line_id,replicate,condition_name,macrophage_harvest,salmonella_date,ng_ul_mean,rna_extraction,rna_submit,library_pool,chemistry,rna_auto,biosamples_accession
yuze_C,yuze_1,1,SL1344,8/14/2014,8/22/2014,136.7475,9/8/2014,11/18/2014,3226_RNA-2_191114,V4,0,SAMEA103885096
yuze_D,yuze_1,1,IFNg_SL1344,8/14/2014,8/22/2014,136.7475,9/8/2014,11/18/2014,3226_RNA-2_191114,V4,0,SAMEA103885071
zaui_A,zaui_3,1,naive,11/11/2015,11/18/2015,144.965,11/30/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885381
zaui_B,zaui_3,1,IFNg,11/11/2015,11/18/2015,144.965,11/30/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103884918
zaui_C,zaui_3,1,SL1344,11/11/2015,11/18/2015,144.965,11/30/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885074
zaui_D,zaui_3,1,IFNg_SL1344,11/11/2015,11/18/2015,144.965,11/30/2015,12/9/2015,3226_RNAauto-091215,V4_auto,1,SAMEA103885219
zisa_A,zisa_3,1,naive,7/9/2014,7/15/2014,116.8425,7/15/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103885287
zisa_B,zisa_3,1,IFNg,7/9/2014,7/15/2014,116.8425,7/15/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103884974
zisa_C,zisa_3,1,SL1344,7/9/2014,7/15/2014,116.8425,7/15/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103885178
zisa_D,zisa_3,1,IFNg_SL1344,7/9/2014,7/15/2014,116.8425,7/15/2014,11/18/2014,3226_RNA-1_191114,V4,0,SAMEA103885140
zuta_A,zuta_1,1,naive,11/14/2014,11/20/2014,129.37,11/25/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103884922
zuta_B,zuta_1,1,IFNg,11/14/2014,11/20/2014,129.37,11/25/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103885149
zuta_C,zuta_1,1,SL1344,11/14/2014,11/20/2014,129.37,11/25/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103885363
zuta_D,zuta_1,1,IFNg_SL1344,11/14/2014,11/20/2014,129.37,11/25/2014,12/9/2014,3226_RNAseq-2_111214,V4,0,SAMEA103885166
